2019 01 02 16 54 29,21365.932480818414
2019 01 02 16 54 30,21365.819948849105
2019 01 02 16 54 31,21365.860869565215
2019 01 02 16 54 31,21365.91150895141
2019 01 02 16 54 32,21365.869565217392
2019 01 02 16 54 33,21365.91662404092
2019 01 02 16 54 34,21365.92327365729
2019 01 02 16 54 35,21365.907416879796
2019 01 02 16 54 36,21365.91918158568
2019 01 02 16 54 37,21365.893094629155
2019 01 02 16 54 37,21365.928900255756
